SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,TotalCharges
1,72,104,True,False,True,True,False,False,False,True,7488
0,22,20,True,True,True,False,True,False,False,False,440
0,17,45,True,True,True,False,False,True,False,False,765
0,50,44,True,False,False,False,True,False,False,False,2200
0,8,67,True,False,True,True,True,True,False,False,536
0,56,60,True,True,True,False,False,True,False,False,3360
0,3,80,False,True,True,False,False,False,False,True,240
0,40,20,True,True,True,False,True,False,False,False,800
1,67,101,True,False,True,True,True,True,False,False,6767
0,4,92,False,False,True,False,True,True,False,True,368
0,67,21,False,False,True,True,True,False,False,False,1407
0,4,50,False,True,True,True,True,False,False,False,200
0,61,24,False,True,True,True,True,False,False,False,1464
0,69,26,False,False,True,True,True,False,False,False,1794
0,49,20,False,False,True,False,False,False,False,False,980
0,49,85,True,False,True,True,True,True,False,False,4165
0,35,113,False,False,True,True,True,False,False,False,3955
0,69,24,True,True,True,True,True,False,True,False,1656
0,60,60,False,False,True,True,True,False,True,False,3600
0,1,40,False,True,False,False,True,False,False,True,40
0,17,56,False,True,True,True,True,False,False,True,952
0,1,45,False,False,True,False,False,False,False,False,45
0,5,21,True,True,True,True,True,False,False,False,105
0,13,20,False,False,True,False,True,False,False,False,260
0,4,74,True,False,True,False,True,True,False,True,296
0,53,79,True,True,True,False,False,False,True,False,4187
0,72,64,False,True,False,True,True,False,False,False,4608
0,24,21,True,False,True,False,False,False,False,False,504
0,19,25,False,False,True,False,False,True,False,False,475
0,5,76,False,False,True,True,True,False,True,False,380
1,71,87,True,True,True,False,True,False,False,False,6177
0,42,60,False,False,True,True,True,True,False,False,2520
0,14,56,True,False,True,False,False,True,False,False,784
0,1,51,True,False,True,True,False,False,True,False,51
1,2,71,False,False,True,True,True,False,False,True,142
1,72,92,False,True,True,False,True,False,False,True,6624
0,13,88,False,True,True,False,False,False,True,True,1144
0,18,78,False,False,True,True,True,False,False,False,1404
0,45,97,False,False,True,False,True,True,False,False,4365
1,55,100,False,False,True,True,False,True,False,False,5500
0,1,50,True,True,True,False,False,False,False,False,50
0,1,21,True,False,True,True,True,False,False,False,21
0,65,25,True,False,True,True,False,True,False,False,1625
0,46,69,False,False,True,False,True,False,False,False,3174
0,21,21,False,True,True,False,False,False,False,False,441
1,24,101,True,False,True,True,True,False,False,True,2424
0,34,61,False,True,False,False,True,False,False,False,2074
0,13,75,False,False,True,True,True,False,True,False,975
0,48,70,False,True,True,False,True,True,False,False,3360
0,56,107,False,False,True,False,True,False,False,False,5992
0,42,100,False,True,True,False,True,False,True,False,4200
0,4,55,False,False,True,False,False,False,True,False,220
0,65,55,False,False,True,True,True,False,False,False,3575
0,3,25,True,False,False,False,False,True,False,False,75
0,70,81,False,True,True,True,True,False,False,False,5670
1,1,89,True,False,True,False,False,False,True,True,89
0,66,55,True,False,True,True,True,False,False,False,3630
0,19,55,True,False,True,True,True,True,False,True,1045
0,70,24,True,False,True,False,False,False,False,False,1680
0,41,100,True,False,True,False,False,True,False,False,4100
0,45,110,True,True,True,False,False,False,False,False,4950
0,49,20,False,False,True,False,True,False,False,False,980
1,22,90,True,False,True,False,False,False,True,True,1980
0,56,100,False,True,True,True,True,False,False,False,5600
0,15,56,False,False,True,True,True,False,False,True,840
0,67,100,False,True,True,False,False,False,False,False,6700
0,1,20,True,True,True,True,True,False,False,False,20
1,38,101,True,True,True,True,True,False,False,False,3838
0,52,74,False,False,True,False,False,False,True,False,3848
0,34,20,False,True,True,False,False,False,False,False,680
0,69,20,True,True,True,False,True,False,False,False,1380
0,4,102,True,True,True,False,False,False,False,True,408
0,63,59,False,False,True,False,False,False,False,False,3717
0,24,20,True,False,True,True,True,False,False,False,480
0,62,91,True,False,True,False,False,False,False,False,5642
0,36,19,False,False,True,True,False,False,True,False,684
0,38,68,False,False,True,False,False,False,False,False,2584
1,47,80,False,False,True,True,False,False,False,True,3760
0,38,79,True,False,True,False,True,False,False,True,3002
0,42,92,False,True,True,False,False,False,False,False,3864
0,42,25,False,False,True,False,False,True,False,False,1050
0,3,75,False,False,True,False,False,False,False,False,225
1,8,100,True,False,True,True,False,False,True,True,800
1,9,84,True,False,True,False,False,False,False,True,756
0,58,68,False,False,True,False,True,False,False,False,3944
1,21,60,True,False,True,False,False,False,False,True,1260
0,10,21,False,False,True,False,False,False,False,False,210
0,70,99,False,False,True,False,False,False,True,False,6930
0,26,75,True,False,True,True,True,False,False,False,1950
1,36,96,True,False,True,False,True,False,False,True,3456
0,72,68,True,False,True,True,True,False,False,False,4896
0,9,74,False,False,True,False,False,False,True,True,666
0,15,100,False,False,True,False,False,False,False,False,1500
1,63,83,False,False,True,False,False,False,True,False,5229
0,4,64,True,False,True,True,True,False,True,False,256
0,25,21,True,False,True,False,True,False,False,False,525
0,46,20,True,False,True,True,True,False,False,False,920
1,44,104,False,False,True,True,True,True,False,False,4576
0,12,20,True,False,True,False,False,True,False,False,240
0,1,45,True,False,True,False,False,False,False,False,45
0,1,49,True,False,True,False,False,False,True,True,49
1,20,62,False,False,True,False,False,True,False,True,1240
0,72,118,False,True,True,True,True,False,False,False,8496
0,53,60,True,False,False,True,False,False,True,True,3180
0,52,19,True,True,True,True,True,False,False,False,988
1,2,74,True,False,True,False,False,False,False,False,148
0,50,94,True,False,True,False,False,False,False,False,4700
0,17,69,True,True,True,False,False,False,False,True,1173
1,51,29,True,False,False,False,False,True,False,False,1479
1,16,79,True,False,True,False,True,False,True,False,1264
0,18,95,False,False,True,True,False,False,True,False,1710
0,71,85,True,True,True,True,False,False,True,False,6035
0,68,45,True,True,False,True,False,False,True,False,3060
1,1,75,True,False,True,False,False,False,True,False,75
0,25,19,False,True,True,True,True,False,False,False,475
1,24,93,True,False,True,False,True,False,False,True,2232
0,14,51,True,False,False,True,True,False,False,True,714
0,55,59,True,False,True,False,False,False,True,False,3245
0,25,61,False,False,False,False,False,False,False,False,1525
0,10,60,True,True,True,False,True,False,False,False,600
0,61,104,True,True,True,True,True,False,False,False,6344
0,6,59,True,False,True,False,True,False,False,False,354
0,13,20,True,False,True,False,False,False,True,False,260
0,1,45,False,False,True,True,True,True,False,False,45
0,2,70,False,False,True,True,True,False,False,False,140
1,49,96,True,False,True,False,True,False,False,True,4704
0,1,45,False,False,True,True,True,False,False,True,45
0,37,94,True,False,True,False,False,True,False,False,3478
0,40,20,False,True,True,False,False,False,False,False,800
1,23,95,False,False,True,False,False,False,True,True,2185
1,66,108,False,False,True,False,True,False,False,False,7128
0,17,93,True,True,True,False,False,False,False,True,1581
1,9,85,True,False,True,False,False,False,False,True,765
1,39,101,False,False,True,False,False,True,False,False,3939
0,23,40,True,True,False,True,False,False,True,False,920
0,50,20,True,False,True,True,False,True,False,False,1000
0,3,98,False,False,True,False,False,False,False,True,294
0,61,19,False,False,True,False,False,False,False,False,1159
0,24,89,False,False,True,False,False,False,False,False,2136
0,14,85,False,True,True,False,False,True,False,False,1190
0,52,26,True,True,True,False,True,False,False,False,1352
0,15,84,False,False,True,False,True,False,False,True,1260
0,33,59,False,False,True,False,True,False,False,False,1947
1,69,95,True,False,True,False,True,False,True,False,6555
0,61,88,False,True,True,True,True,False,False,False,5368
0,71,116,True,True,True,True,True,True,False,False,8236
0,53,91,False,False,True,True,True,False,False,False,4823
1,42,56,False,False,True,False,True,False,False,False,2352
0,36,79,True,False,True,False,True,False,False,False,2844
0,25,106,True,False,True,True,False,False,False,False,2650
0,8,21,False,False,True,False,True,False,False,False,168
0,16,96,False,False,True,True,False,False,True,True,1536
0,12,90,False,False,True,False,False,False,True,True,1080
0,28,105,False,False,True,True,False,False,True,True,2940
0,7,94,True,False,True,True,True,False,True,False,658
1,32,105,True,False,True,False,False,False,False,True,3360
0,1,79,False,True,True,False,True,True,False,True,79
0,8,30,True,False,False,False,True,False,False,True,240
0,63,103,True,False,True,False,True,False,False,True,6489
0,1,35,False,False,False,False,False,True,False,True,35
0,60,102,True,False,True,False,True,False,False,False,6120
0,16,86,False,False,True,False,True,False,False,False,1376
1,71,92,True,False,True,False,False,True,False,False,6532
0,40,85,True,True,True,True,True,False,False,False,3400
1,18,100,False,False,True,True,False,True,False,True,1800
0,5,79,True,False,True,False,False,False,False,False,395
0,33,79,True,False,True,False,False,True,False,False,2607
0,13,20,False,True,True,False,False,False,False,False,260
0,40,50,False,False,True,False,False,False,False,False,2000
1,67,116,True,False,True,False,False,False,False,False,7772
0,16,50,False,False,True,True,False,True,False,True,800
0,59,66,True,False,True,False,False,False,False,False,3894
1,8,70,True,False,True,True,True,False,False,False,560
0,7,20,True,True,True,False,True,False,False,False,140
0,72,24,True,True,True,False,True,False,False,False,1728
0,44,88,False,False,True,False,True,False,False,False,3872
1,38,75,False,False,True,True,True,False,False,True,2850
0,4,56,True,False,True,False,False,True,False,False,224
0,2,53,True,False,True,True,True,False,True,False,106
0,70,50,False,False,False,False,False,False,False,False,3500
0,33,91,False,False,True,False,False,False,False,False,3003
0,1,25,False,False,False,False,False,True,False,False,25
0,39,36,True,False,False,True,True,False,False,False,1404
1,55,116,True,False,True,False,False,False,True,False,6380
0,52,69,True,True,True,False,True,False,False,False,3588
0,30,51,False,True,False,True,True,False,False,True,1530
1,60,99,True,False,True,False,False,True,False,False,5940
0,50,55,True,True,True,False,True,False,False,False,2750
0,32,110,False,False,True,False,False,False,False,False,3520
0,51,107,True,False,True,False,False,False,True,False,5457
0,1,74,True,False,True,True,True,False,False,False,74
0,69,26,False,True,True,False,False,False,False,False,1794
0,42,94,False,True,True,True,True,False,False,True,3948
0,14,46,True,False,False,True,False,True,False,True,644
0,52,26,True,True,True,True,True,False,False,False,1352
0,62,108,True,False,True,True,True,False,True,False,6696
0,72,20,False,True,True,False,True,False,False,False,1440
0,32,96,True,False,True,False,False,False,True,True,3072
1,1,70,False,False,True,True,True,False,False,True,70
1,72,78,False,False,True,True,False,False,True,False,5616
1,1,45,False,False,True,False,True,False,False,True,45
0,1,26,False,False,True,False,False,True,False,False,26
0,5,104,True,False,True,False,True,False,False,True,520
0,63,105,True,False,True,False,True,False,False,False,6615
0,67,81,True,True,True,True,True,False,False,False,5427
0,40,96,False,True,True,True,True,False,False,False,3840
0,65,94,True,False,True,True,True,False,False,False,6110
0,16,20,False,True,True,True,True,True,False,False,320
1,46,69,False,False,True,False,False,True,False,False,3174
0,11,36,True,False,False,False,False,False,True,False,396
0,49,99,False,False,True,True,True,False,True,False,4851
0,68,54,False,False,False,True,False,True,False,False,3672
0,10,19,False,False,True,False,True,False,False,False,190
1,2,84,False,False,True,False,False,False,False,False,168
0,5,69,False,False,True,False,True,True,False,False,345
0,53,63,True,True,True,True,True,True,False,False,3339
1,54,110,True,False,True,True,False,False,False,False,5940
0,4,45,False,False,True,True,False,False,False,True,180
1,15,76,True,False,True,False,False,False,False,True,1140
0,10,20,True,False,True,False,False,False,False,False,200
0,3,55,False,False,True,True,True,True,False,True,165
0,71,25,False,False,True,False,False,True,False,False,1775
0,8,55,True,False,True,False,True,False,False,False,440
1,1,94,True,False,True,True,True,False,True,True,94
0,64,110,False,True,True,True,False,False,True,False,7040
0,57,19,True,False,True,True,False,False,True,False,1083
1,1,101,False,False,True,False,False,False,False,True,101
1,20,60,False,False,True,False,False,False,True,False,1200
1,26,66,False,False,True,False,True,False,False,False,1716
1,2,80,False,False,True,True,False,False,True,True,160
0,32,95,True,True,True,True,True,False,False,False,3040
0,5,25,False,False,True,True,True,False,False,False,125
0,70,111,False,False,True,True,False,False,True,False,7770
0,31,55,True,False,True,True,False,True,False,True,1705
0,7,60,False,False,True,True,True,False,True,True,420
0,1,25,True,False,False,True,True,False,False,False,25
1,20,99,True,False,True,False,False,False,True,True,1980
0,35,61,True,False,True,False,True,False,False,False,2135
0,6,61,True,False,True,True,False,True,False,False,366
0,72,75,False,True,True,False,False,True,False,False,5400
0,13,20,False,False,True,False,False,True,False,False,260
1,4,49,False,False,True,False,False,False,False,False,196
0,63,19,True,True,True,True,True,False,False,False,1197
0,69,85,True,False,True,False,True,False,False,False,5865
0,3,34,False,False,False,False,False,True,False,True,102
1,71,81,False,False,True,False,False,False,False,False,5751
0,15,19,True,False,True,True,True,False,False,False,285
0,30,20,False,True,True,False,False,False,True,False,600
0,23,83,False,False,True,True,False,False,False,False,1909
1,9,20,True,False,True,True,True,False,False,False,180
0,35,19,True,False,True,False,False,False,False,False,665
0,6,55,False,True,True,False,True,False,False,False,330
0,1,75,False,False,True,True,True,False,True,True,75
0,72,25,False,True,True,False,False,False,True,False,1800
0,45,84,True,True,True,False,False,False,True,False,3780
0,7,90,True,True,True,True,False,False,False,True,630
0,70,48,True,False,False,False,False,True,False,False,3360
0,53,20,True,False,True,True,False,False,True,False,1060
0,4,52,True,False,True,False,False,False,False,True,208
0,72,92,False,False,True,True,True,False,False,False,6624
0,72,45,True,True,False,True,False,False,False,False,3240
1,17,95,True,False,True,False,False,False,False,False,1615
0,7,70,False,False,True,False,True,False,False,False,490
0,11,20,False,True,True,False,False,True,False,True,220
0,2,75,False,False,True,True,False,False,False,True,150
0,11,78,True,True,True,False,True,False,False,False,858
1,5,91,True,False,True,False,False,False,False,True,455
1,4,75,True,False,True,False,False,False,False,True,300
0,30,50,True,False,True,False,False,False,False,False,1500
0,11,21,False,True,True,False,False,True,False,False,231
0,17,50,True,False,False,True,False,False,True,False,850
1,34,56,False,False,False,True,False,False,True,False,1904
1,2,30,False,False,False,False,False,False,True,True,60
0,55,19,True,True,True,True,True,True,False,False,1045
1,5,60,False,False,True,True,True,False,False,False,300
0,11,20,False,True,True,False,True,False,False,False,220
0,1,80,False,True,True,False,True,False,False,True,80
0,70,19,False,False,True,False,False,False,False,False,1330
1,2,75,True,False,True,False,False,True,False,True,150
0,7,74,False,False,True,True,True,False,False,True,518
0,35,20,True,False,True,True,False,False,True,False,700
0,58,71,False,False,True,False,False,True,False,False,4118
0,72,109,False,True,True,True,False,False,False,False,7848
0,68,63,True,True,True,True,False,True,False,False,4284
0,26,59,True,False,True,False,False,True,False,False,1534
0,12,45,False,False,True,False,False,True,False,False,540
0,25,60,True,True,True,True,True,False,True,False,1500
1,72,115,True,True,True,False,True,True,False,False,8280
0,70,115,True,True,True,True,True,False,False,False,8050
1,1,50,True,True,True,False,False,False,False,True,50
0,26,87,True,False,True,True,False,True,False,False,2262
0,2,66,False,True,True,True,True,False,False,True,132
0,28,20,False,True,True,True,True,False,False,False,560
0,6,20,False,True,True,True,False,False,True,False,120
0,58,60,False,True,False,False,True,False,False,False,3480
1,29,45,False,False,False,True,True,False,False,False,1305
0,16,71,True,False,True,False,False,False,True,False,1136
1,43,101,True,False,True,False,False,False,False,True,4343
0,52,75,True,False,True,False,False,False,False,False,3900
0,72,119,False,True,True,False,True,True,False,False,8568
0,71,19,True,True,True,False,True,False,False,False,1349
0,65,20,True,False,True,True,False,False,False,False,1300
0,49,84,False,False,True,True,False,True,False,False,4116
0,52,84,True,False,True,True,True,False,True,False,4368
0,2,20,True,False,True,False,True,True,False,True,40
0,71,109,True,True,True,False,True,False,False,False,7739
0,54,89,True,False,True,True,True,True,False,False,4806
0,15,76,False,True,True,True,False,False,True,False,1140
1,50,105,True,False,True,False,False,False,True,False,5250
0,19,84,True,True,True,False,False,False,False,True,1596
1,70,104,False,False,True,False,False,False,False,False,7280
1,72,107,False,False,True,True,False,False,True,False,7704
1,52,105,True,False,True,False,False,False,False,False,5460
0,15,46,False,True,True,False,False,False,True,False,690
0,72,77,False,True,True,True,True,False,False,False,5544
1,3,81,True,False,True,True,True,True,False,True,243
0,58,99,True,False,True,False,False,False,False,False,5742
0,1,20,False,False,True,False,True,True,False,False,20
0,35,90,True,False,True,True,False,False,True,False,3150
0,50,84,False,True,True,False,False,False,False,True,4200
0,41,20,True,False,True,True,True,False,False,False,820
0,72,64,True,True,True,False,True,False,False,False,4608
0,30,69,False,False,True,False,False,False,False,False,2070
0,2,24,False,True,False,False,True,False,False,True,48
0,15,30,True,False,False,True,True,True,False,True,450
0,37,59,True,True,True,False,True,False,False,False,2183
0,72,75,True,True,True,True,False,False,False,False,5400
0,72,25,True,True,True,False,True,False,False,False,1800
0,70,114,True,False,True,False,False,False,True,False,7980
0,23,84,True,False,True,False,True,False,False,False,1932
0,8,75,False,False,True,False,False,False,True,False,600
0,2,46,True,False,True,True,False,True,False,True,92
0,26,39,False,True,False,True,True,False,False,False,1014
0,52,20,True,True,True,True,False,False,False,False,1040
0,23,35,False,True,False,True,False,False,False,False,805
0,15,99,False,False,True,False,False,False,False,True,1485
0,40,50,True,False,True,False,False,False,True,False,2000
0,27,59,True,False,True,True,True,False,False,False,1593
0,37,20,False,False,True,False,False,False,False,False,740
0,45,112,True,False,True,False,False,False,False,False,5040
0,5,70,False,False,True,True,False,False,True,True,350
0,71,24,False,False,True,True,True,True,False,False,1704
0,4,54,True,False,True,True,True,False,False,True,216
0,38,20,False,True,True,True,False,False,True,False,760
0,3,56,True,True,True,True,True,False,False,False,168
0,17,19,True,False,True,False,False,False,False,False,323
0,70,90,True,True,True,False,True,False,False,False,6300
0,1,45,True,False,True,True,False,False,True,False,45
0,71,100,False,True,True,False,True,True,False,False,7100
0,37,91,True,False,True,True,True,True,False,False,3367
0,64,70,True,False,True,True,True,False,False,False,4480
1,37,90,False,False,True,False,False,True,False,False,3330
0,65,109,True,True,True,True,True,False,False,True,7085
0,23,49,False,True,True,False,False,False,False,False,1127
0,22,79,False,False,True,False,False,False,False,True,1738
1,26,61,False,False,True,True,False,False,False,False,1586
0,25,80,False,False,True,False,False,False,False,True,2000
0,60,97,False,False,True,False,False,False,False,False,5820
0,1,96,False,False,True,False,False,False,False,True,96
0,71,89,False,False,True,False,True,False,False,False,6319
1,27,85,False,False,True,True,True,False,False,True,2295
0,3,89,False,False,True,True,True,True,False,True,267
0,58,95,True,True,True,True,True,False,False,False,5510
0,14,75,False,False,True,False,False,False,False,True,1050
0,71,71,True,True,True,True,True,False,True,False,5041
0,2,29,False,True,False,False,True,False,False,False,58
0,40,21,False,False,True,False,False,False,False,False,840
0,68,25,True,True,True,False,True,False,False,False,1700
1,57,101,False,False,True,False,True,False,True,False,5757
0,45,87,False,False,True,False,False,False,False,True,3915
0,70,117,True,True,True,True,False,False,True,False,8190
0,68,108,True,False,True,False,False,True,False,False,7344
0,52,103,False,False,True,False,False,False,True,False,5356
0,72,115,False,False,True,False,True,True,False,False,8280
1,24,76,True,False,True,False,False,False,False,True,1824
0,67,60,True,True,True,False,True,False,False,False,4020
0,68,64,False,False,False,False,False,False,False,False,4352
0,23,20,True,True,True,True,True,False,False,False,460
0,71,49,True,False,False,False,True,False,True,True,3479
0,1,24,False,False,False,False,True,True,False,False,24
0,71,20,False,True,True,True,True,False,False,False,1420
1,69,111,True,False,True,True,False,False,True,False,7659
1,40,99,False,False,True,True,True,True,False,True,3960
1,18,85,False,False,True,True,True,False,True,False,1530
0,22,95,True,False,True,True,False,False,True,True,2090
0,69,39,True,True,False,False,False,True,False,False,2691
1,62,84,False,False,True,False,False,False,False,False,5208
0,56,20,False,False,True,True,True,False,False,False,1120
0,7,20,False,False,True,True,True,False,True,False,140
0,1,19,True,False,True,False,False,False,True,False,19
0,6,20,True,True,True,False,True,False,True,False,120
0,2,86,True,False,True,False,False,False,True,True,172
1,16,55,True,False,True,False,False,True,False,False,880
0,2,20,True,False,True,False,False,True,False,False,40
0,72,86,False,False,True,True,True,False,True,False,6192
0,7,35,False,True,False,False,False,True,False,False,245
0,19,25,False,True,False,False,False,False,False,False,475
0,14,78,False,False,True,True,True,False,True,False,1092
0,64,106,True,False,True,False,False,False,True,True,6784
0,25,78,False,False,True,False,True,False,False,False,1950
0,70,86,True,True,True,False,False,True,False,False,6020
0,66,19,True,False,True,True,True,False,False,False,1254
0,1,72,True,True,True,False,False,False,True,True,72
0,53,91,False,False,True,True,False,True,False,False,4823
0,6,56,False,False,True,True,False,False,True,True,336
0,59,96,False,False,True,False,True,False,False,False,5664
0,31,78,True,False,True,True,False,False,True,True,2418
0,3,74,True,False,True,True,True,False,True,True,222
0,15,69,False,True,True,False,False,False,False,True,1035
0,48,106,True,False,True,True,False,False,True,True,5088
0,2,57,True,True,True,False,True,False,False,True,114
1,70,103,True,False,True,True,True,False,False,True,7210
0,2,91,False,False,True,False,False,True,False,True,182
0,47,111,True,False,True,False,False,False,False,True,5217
0,24,21,False,True,True,True,True,False,True,False,504
0,31,94,True,False,True,False,False,False,True,False,2914
0,54,111,False,False,True,False,False,False,True,True,5994
0,1,55,True,False,True,False,False,False,True,False,55
0,12,33,False,True,False,True,True,False,False,False,396
0,48,71,True,False,True,True,True,True,False,False,3408
1,1,74,False,False,True,False,False,True,False,True,74
0,71,65,True,False,True,True,True,False,False,False,4615
0,56,25,True,True,True,True,True,False,False,False,1400
1,66,81,False,False,True,True,False,True,False,True,5346
0,50,20,True,True,True,True,True,False,False,False,1000
1,63,90,False,False,True,True,True,True,False,False,5670
0,1,45,True,False,True,False,False,False,True,True,45
0,6,49,False,False,False,False,False,False,False,False,294
0,5,51,False,False,True,True,False,False,False,False,255
0,35,72,False,True,True,False,False,False,False,True,2520
0,71,119,False,False,True,False,False,False,False,False,8449
0,42,66,False,False,True,False,True,True,False,False,2772
0,64,19,False,False,True,False,False,True,False,False,1216
0,1,50,True,False,True,False,False,False,False,False,50
0,1,70,True,False,True,True,False,False,True,True,70
0,69,107,True,False,True,False,False,False,False,False,7383
0,33,93,True,False,True,False,True,False,False,False,3069
0,20,20,False,True,True,False,False,True,False,False,400
0,13,24,True,True,True,True,True,True,False,False,312
0,28,56,False,False,True,False,False,False,False,False,1568
0,72,81,False,True,True,False,False,False,True,False,5832
0,9,70,True,False,True,False,False,True,False,False,630
0,72,108,False,False,True,False,False,False,False,False,7776
1,52,60,False,False,True,True,False,False,True,False,3120
0,34,61,False,False,True,False,False,True,False,False,2074
0,71,100,True,True,True,False,False,False,False,False,7100
0,6,20,False,False,True,False,False,False,False,False,120
0,31,64,False,False,True,False,True,False,False,False,1984
1,1,91,False,False,True,False,False,False,True,True,91
0,49,25,False,True,True,False,False,False,False,False,1225
0,27,20,False,False,True,True,True,False,False,False,540
0,53,93,False,False,True,False,False,False,True,False,4929
1,35,100,False,False,True,False,False,False,False,True,3500
0,2,96,True,False,True,False,False,False,True,True,192
0,46,44,False,False,False,False,False,True,False,False,2024
0,35,19,False,False,True,False,False,False,False,False,665
0,9,74,True,False,True,True,True,True,False,False,666
0,64,104,True,False,True,True,True,False,False,False,6656
0,13,79,False,False,True,False,False,False,True,True,1027
0,55,82,False,False,True,False,True,False,False,False,4510
0,51,94,False,True,True,False,False,False,False,False,4794
0,5,24,False,True,True,True,False,False,True,False,120
0,20,70,True,True,True,False,False,False,False,True,1400
0,23,26,False,True,True,False,False,False,True,False,598
1,61,99,True,True,True,False,False,True,False,False,6039
0,54,70,False,True,True,True,True,False,False,False,3780
0,15,76,True,False,True,False,False,False,False,True,1140
0,64,25,False,True,True,True,True,False,False,False,1600
0,18,65,False,True,True,True,True,False,False,False,1170
0,52,103,True,False,True,False,True,False,False,False,5356
0,17,20,True,False,True,True,True,False,False,False,340
0,27,20,False,True,True,True,True,False,False,False,540
0,58,111,False,False,True,True,True,False,False,False,6438
0,68,109,False,True,True,False,True,False,False,False,7412
0,1,19,True,False,True,True,False,False,True,False,19
0,55,66,False,False,True,False,False,False,True,False,3630
0,72,84,False,False,True,True,True,False,False,False,6048
0,6,45,False,False,False,True,True,False,False,False,270
0,60,100,False,False,True,False,True,True,False,False,6000
0,61,106,True,True,True,True,False,False,False,True,6466
0,2,21,False,False,True,False,False,False,True,True,42
0,63,72,True,False,True,False,True,False,False,False,4536
0,17,84,False,False,True,False,True,False,False,False,1428
1,58,99,True,False,True,False,False,False,False,True,5742
0,26,50,False,True,True,False,False,False,True,False,1300
0,53,49,False,True,False,False,False,False,True,False,2597
0,25,19,False,False,True,False,False,True,False,False,475
0,1,82,False,False,True,True,False,False,True,True,82
0,24,21,False,True,True,True,False,False,False,False,504
0,2,69,False,False,True,False,False,False,True,False,138
0,1,20,True,False,True,False,True,True,False,True,20
0,67,75,False,False,True,False,True,False,False,False,5025
0,17,55,True,False,False,True,False,True,False,False,935
0,11,70,True,False,True,True,False,False,False,False,770
0,51,25,True,False,True,False,True,False,False,False,1275
0,3,70,False,False,True,False,True,False,True,False,210
1,1,79,False,False,True,True,False,False,True,True,79
0,1,70,False,True,True,True,False,False,True,True,70
1,72,84,False,False,True,False,False,False,False,False,6048
0,19,65,True,False,True,True,True,False,False,False,1235
0,65,26,True,False,True,False,False,False,True,False,1690
0,45,100,False,False,True,True,True,False,False,False,4500
0,5,89,True,False,True,False,False,True,False,False,445
0,56,45,False,False,False,False,False,False,False,False,2520
1,4,74,False,False,True,True,True,True,False,False,296
0,64,86,False,False,True,True,False,True,False,False,5504
0,41,20,False,True,True,True,True,True,False,False,820
0,35,61,False,False,True,False,True,False,False,False,2135
0,1,25,False,False,False,True,True,False,False,True,25
1,3,79,False,False,True,False,False,True,False,True,237
1,61,25,True,False,True,False,False,False,False,False,1525
1,1,74,True,False,True,False,True,False,False,True,74
0,35,56,False,True,True,False,False,False,False,False,1960
0,69,113,False,True,True,False,False,False,False,False,7797
0,64,68,False,False,True,True,False,False,True,False,4352
0,51,110,True,True,True,True,True,False,False,False,5610
0,17,20,True,True,True,True,False,False,True,False,340
0,69,44,False,True,False,False,False,False,True,False,3036
0,1,31,True,True,False,True,True,True,False,True,31
0,21,65,False,True,True,True,True,False,False,False,1365
0,54,97,False,False,True,True,True,False,False,False,5238
0,1,23,True,False,False,False,True,False,False,True,23
0,4,70,True,False,True,False,True,False,False,True,280
0,0,62,True,True,True,True,True,False,True,False,0
0,7,70,True,False,True,True,True,False,False,False,490
0,32,19,True,True,True,False,True,True,False,False,608
0,72,20,True,True,True,False,False,False,True,False,1440
0,19,40,True,False,False,False,False,False,False,True,760
0,10,20,True,True,True,True,True,False,False,False,200
1,21,69,True,False,True,False,False,False,True,True,1449
1,45,70,False,False,True,True,True,False,False,False,3150
1,32,20,True,False,True,True,True,False,False,False,640
0,40,106,False,False,True,True,True,False,True,False,4240
0,47,42,False,False,False,True,True,False,False,False,1974
0,36,53,False,False,False,False,False,True,False,False,1908
0,69,105,False,True,True,False,False,False,False,False,7245
0,71,81,False,False,True,True,True,True,False,False,5751
0,35,53,True,False,False,True,False,False,False,False,1855
0,3,55,True,False,True,True,False,False,True,False,165
1,72,110,True,False,True,True,False,True,False,False,7920
0,72,91,True,True,True,True,False,True,False,False,6552
0,68,73,False,True,True,False,False,False,False,False,4964
0,42,55,False,False,False,False,False,False,False,False,2310
1,21,20,True,False,True,True,True,False,False,False,420
1,8,92,False,False,True,True,True,False,False,True,736
1,10,75,True,False,True,True,True,False,False,False,750
0,71,107,False,False,True,True,False,False,False,False,7597
1,46,91,False,False,True,False,False,True,False,False,4186
0,3,80,False,True,True,False,True,False,False,False,240
1,12,91,False,False,True,False,False,True,False,True,1092
0,26,48,False,False,False,True,True,True,False,False,1248
0,3,50,True,False,True,False,True,True,False,False,150
0,49,74,False,False,True,False,False,False,False,False,3626
0,33,81,True,False,True,False,True,False,True,False,2673
0,42,94,True,False,True,True,True,False,False,False,3948
0,31,75,True,True,True,True,False,False,False,False,2325
1,68,107,True,True,True,True,True,False,False,False,7276
1,66,116,True,True,True,False,False,False,False,False,7656
0,58,20,True,True,True,False,False,False,False,False,1160
0,35,20,True,True,True,False,False,False,False,False,700
0,1,20,True,False,True,True,False,False,False,False,20
0,40,75,False,False,True,False,False,False,False,False,3000
0,13,76,False,False,True,False,True,False,False,False,988
0,57,56,True,False,True,False,False,False,False,False,3192
